date,close,daily_return
2020-01-02 00:00:00,43.51210403442383,
2020-01-03 00:00:00,43.15484619140625,-0.008210539364746361
2020-01-06 00:00:00,42.86906051635742,-0.006622330984132674
2020-01-07 00:00:00,42.797607421875,-0.0016667753765016169
2020-01-08 00:00:00,42.36891555786133,-0.01001672499557893
2020-01-09 00:00:00,42.76187896728516,0.009274804517646507
2020-01-10 00:00:00,42.76187896728516,0
2020-01-13 00:00:00,42.83332824707031,0.0016708638981886015
2020-01-14 00:00:00,42.6904296875,-0.0033361535378724216
2020-01-15 00:00:00,42.72615814208984,0.0008369195356283665
2020-01-16 00:00:00,42.797607421875,0.0016722608091173097
2020-01-17 00:00:00,42.97623062133789,0.004173672553751118
2020-01-20 00:00:00,42.83332824707031,-0.003325149092918034
2020-01-21 00:00:00,42.26174545288086,-0.01334434697421738
2020-01-22 00:00:00,42.36891555786133,0.0025358655642833128
2020-01-23 00:00:00,42.11885070800781,-0.005902082849206125
2020-01-24 00:00:00,41.97595977783203,-0.003392564796375508
2020-01-29 00:00:00,41.11856842041016,-0.020425771369131707
2020-01-30 00:00:00,40.51125717163086,-0.014769756635735654
2020-01-31 00:00:00,40.618431091308594,0.0026455342825744133
2020-02-03 00:00:00,40.36835861206055,-0.006156625761489787
2020-02-04 00:00:00,40.43981552124024,0.0017701217398109481
2020-02-05 00:00:00,40.582706451416016,0.0035334219094229624
2020-02-06 00:00:00,41.36863708496094,0.019366146377787885
2020-02-07 00:00:00,41.29718780517578,-0.0017271364207241957
2020-02-10 00:00:00,41.511531829833984,0.005190281373864902
2020-02-11 00:00:00,41.90449523925781,0.009466367346661286
2020-02-12 00:00:00,42.40464401245117,0.011935444403702089
2020-02-13 00:00:00,42.4760856628418,0.001684760055281842
2020-02-14 00:00:00,42.61899185180664,0.0033643916743923974
2020-02-17 00:00:00,42.44036483764648,-0.004191253861219435
2020-02-18 00:00:00,41.26146697998047,-0.027777750313311977
2020-02-19 00:00:00,40.72560501098633,-0.012986982970191852
2020-02-20 00:00:00,40.582706451416016,-0.003508813669723554
2020-02-21 00:00:00,40.47553634643555,-0.0026407825980943045
2020-02-24 00:00:00,40.36835861206055,-0.0026479632896684313
2020-02-25 00:00:00,40.04684448242188,-0.007964508359837308
2020-02-26 00:00:00,39.7253303527832,-0.008028451025143934
2020-02-27 00:00:00,38.867942810058594,-0.021582892706253798
2020-02-28 00:00:00,37.97484588623047,-0.022977725582044473
2020-03-02 00:00:00,37.72477340698242,-0.006585213801716061
2020-03-03 00:00:00,37.546142578125,-0.004735106740875961
2020-03-04 00:00:00,36.68876266479492,-0.022835366151025105
2020-03-05 00:00:00,37.01028823852539,0.008763598180403953
2020-03-06 00:00:00,36.18862533569336,-0.022200932279601404
2020-03-09 00:00:00,34.83111953735352,-0.03751194707583738
2020-03-10 00:00:00,34.93828582763672,0.0030767397576259015
2020-03-11 00:00:00,34.75965881347656,-0.005112643907070558
2020-03-12 00:00:00,33.330692291259766,-0.04110991220842408
2020-03-13 00:00:00,32.65193557739258,-0.02036431490638968
2020-03-16 00:00:00,31.29441261291504,-0.04157557401949108
2020-03-17 00:00:00,32.11606979370117,0.02625571506803226
2020-03-18 00:00:00,31.83026695251465,-0.008899060284224936
2020-03-19 00:00:00,31.865991592407227,0.0011223481080404607
2020-03-20 00:00:00,33.58076095581055,0.053811894051083
2020-03-23 00:00:00,31.58020782470703,-0.059574383491073246
2020-03-24 00:00:00,32.223243713378906,0.02036199040364739
2020-03-25 00:00:00,33.08061981201172,0.026607380258146796
2020-03-26 00:00:00,32.65193557739258,-0.012958772751394565
2020-03-27 00:00:00,32.43758773803711,-0.0065646288823342225
2020-03-30 00:00:00,31.79454803466797,-0.019823906406427838
2020-03-31 00:00:00,31.544479370117188,-0.007865142925702617
2020-04-01 00:00:00,28.54364585876465,-0.09513022789640013
2020-04-02 00:00:00,27.793441772460938,-0.02628270018538481
2020-04-03 00:00:00,27.078956604003903,-0.025706969806272073
2020-04-06 00:00:00,27.829164505004883,0.027704461141979664
